
5000.000000 5000.000000 5000.000000 2000.000000 3000.000000 4000.000000 -1.000000 -2.000000 -3.000000 10 10 10
5000.000000 5000.000000 5000.000000 2000.000000 1000.000000 800.000000 -2.000000 -1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 2000.000000 1000.000000 800.000000 -2.000000 -1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 2000.000000 1000.000000 800.000000 -2.000000 -1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 2000.000000 1000.000000 800.000000 -2.000000 -1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 2000.000000 1000.000000 800.000000 -2.000000 -1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 10 10 10
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 100 100 100
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 100 100 100
5000.000000 5000.000000 5000.000000 3000.000000 2000.000000 1000.000000 2.000000 1.000000 -1.000000 1 1 1
5000.000000 5000.000000 5000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 1 1 1
5000.000000 5000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 1 1 1
5000.000000 5000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 1 1 1
5000.000000 5000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 10 10 10
5000.000000 5000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9000.000000 2000.000000 4000.000000 30.000000 10.000000 40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
10000.000000 10000.000000 10000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
1000.000000 1000.000000 9000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
100.000000 100.000000 9800.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
100.000000 100.000000 100.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
100.000000 100.000000 100.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 30.000000 10.000000 -40.000000 10 10 10
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 1 1 1
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 1 1 1
1000.000000 1000.000000 1000.000000 9800.000000 2000.000000 4000.000000 3.000000 1.000000 -4.000000 10 10 10
